review,sentiment
"This pile of sh!t is tied in my book as the worst thing ever made. I can't BELIEVE that someone actually relased this CRAP, let alone acually MADE it. HORRIBLE, HORRIBLE, HORRIBLE. Not even worth mentioning the damn story or any details about it. THAT's how bad it actually is. Avoid it like SARS!",negative
"All the kids aged from 14-16 want to see this movie (although you are only allowed at 18). They have heard it is a very scary movie and they feel so cool when they watched it. I feel very sad kids can't see what a good movie is, and what a bad movie is. This was one of the worst movies i saw in months. Every scene you see in this movie is a copy from another movie. And the end? It's an open ending... why? Because it is impossible to come up with a decent en for such a stupid story. This movie is just made to make you scared, and if you are a bit smart and know some about music, you exactly know when you'll be scared. <br /><br />When the movie was finished and i turned to my friend and told (a bit to loud) him that this was a total waste of money, some stupid kid looked strange at me. These day i could make an Oscar with a home-video of my goldfish, if only i use the right marketing.",negative
"Claire Denis's movies seem to fall into one of two categories: the violent and bloody or the quiet and intimate. ""L'Intrus"" definitely falls into the first category, but it's not so awful as ""Trouble Every Day"" or ""J'ai pas sommeil.""<br /><br />Now, ever since I saw ""Chocolat,"" I've made it a point to see every new movie Denis makes. And I have always been disappointed. ""L'Intrus"" was no exception. She has yet to make a movie as personal and as moving as her first one. <br /><br />You get a lot of the Denis regulars: an older but still magnificent Béatrice Dalle who seems to be in the movie only to show off her full lips, the gap between her teeth, her ample cleavage, and a couple of nice coats; the black guy from ""Trouble Every Day"" and ""J'ai pas sommeil,"" Grégoire Colin, and that Lithuanian or Russian girl. Michel Subor's character was interesting enough, but the camera lingered on him at such length that I got annoyed by that curly forelock of hair hanging over his forehead and was relieved when, somewhere in Korea, I think, he finally got it cut. <br /><br />There was certainly some action--gruesome murders, a man's search for a son--and there may even have been a plot, but one viewing wasn't enough to figure it out, and two viewings are, I fear, out of the question. For one thing, the score was jarring and obtrusive (as in ""Beau Travail""). For another, the seasons changed too abruptly, leaving you even more confused about what was going on. Oh, there were a few pretty shots, and if you liked ""Friday Evening"" with its shots of the folds in heavy drapes and bedsheets, you might appreciate the aesthetics of ""L'Intrus."" Otherwise, steer clear. <br /><br />I saw this movie in French and it's possible I missed something crucial. But the dialogue in a Denis movie rarely amounts to more than five pages, double spaced and with ample margins. In ""Chocolat"" the silence is sublime; in ""L'Intrus,"" it's just dull.",negative
"This film was on last week and although at that time of the day (around 6pm) the quality of the movies is almost never good (at least here on Mexican TV), I couldn't switch the TV off. The story about Madelene Moore really touches you. She doesn't come across as a very sympathetic character at first, but seeing the whole film, you just want her so succeed. This film really leaves you thinking. And i think that basically due to the great acting of Brooke Johnson. I had never heard of her before nor knowingly seen her in another film, but this was great great acting. Compliments to Brooke. I hope to see her in another film soon.",positive
"I agree with the other comments. I saw this movie years ago. Christopher Plummer is hilarious as a dandy. The ribaldry is unsurpassed. If this comes out on video, I will definitely buy it.",positive
"I have had the opportunity to catch this independent film and was impressed with it, despite the lack of excitement in the plot. The acting was very good by everyone involved. Amy Madigan played the part of a guilt ridden mother who is tired, yet well intentioned and determined to make up for her younger daughter's condition. Yet, in the process, she has neglected her older sister, who is more interested in playing with her savant-syndrome sibling and living in a world of escapism.<br /><br />The men in the movie are very powerful in their secondary roles. Christopher Lloyd, in a very understated role, shows us why he has such versatility. He plays a teacher who is dedicated to his profession and literature research, yet starved for a meaningful relationship. He and Madigan connect very well in their scenes together, yet both know nothing more can come from their friendship. Their wordless goodbye is nothing short of brilliant, an acting lesson for aspiring performers.<br /><br />And in a small role, Fred Savage is fun to watch.<br /><br />You can tell why this movie was based on a play, it's probably very good on stage. On screen, it's not particularly exciting, but it's nonetheless very thoughtful and powerful in its subtleties.",positive
"Still the definitive program about the Second World War, The World At War isn't just long, but also very informative. The series contains 26 episodes (each episode lasts for about 45 min.), and includes the events leading up to and following in the wake of the war. Most episodes are about the war in Europe, and there are several episodes about the war in the Pacific. Other episodes include information about the wars in Africa, Burma, the Atlantic and the home fronts of Germany, Great Britain, United States and Soviet Union. There is one episode that's dedicated to the Holocaust. The series starts off with the episode A New Germany (1933-1939), and tells about the rise of the Nazis in Germany and German territorial gains prior to the outbreak of war. The series ends with the episode Remember; the war's influence in a post-war world. Remember is a fitting episode to end this great program. Every episode begins with a short introduction and then with opening credits. The credits are accompanied by a powerful music theme. There are many fitting music pieces throughout the series. Each episode is like a mini-film. The footage is fantastic, and so is the way it was put together. In addition, some of the footage is in color. The information included also makes the episodes memorable and entertaining.<br /><br />The series was produced by Jeremy Isaacs for Thames Television (UK). Commissioned in 1969, it took four years to produce, such was the depth of its research. The series was narrated by Laurence Olivier (one of the most famous and revered actors of the 20th century). The series interviewed leading members of the Allied and Axis campaigns, including eyewitness accounts by civilians, enlisted men, officers and politicians, amongst them Albert Speer, Karl Donitz, Jimmy Stewart, Bill Mauldin, Curtis LeMay, Lord Mountbatten, Alger Hiss, Toshikazu Kase, Arthur Harris, Charles Sweeney, Paul Tibbets, Traudl Junge and historian Stephen Ambrose. Jeremy Isaacs says in ""The Making of The World at War"" that he sought to interview, not necessarily the surviving big names, but their aides and assistants. The most difficult subject to locate and persuade to be interviewed, according to Isaacs, was Heinrich Himmler's adjutant, Karl Wolff. The latter admitted to witnessing a large-scale execution in Himmler's presence.<br /><br />The World At War is often considered to be the definitive television history of the Second World War. Some consider it the finest example of the documentary form. In a list of the 100 Greatest British Television Programmes drawn up by the British Film Institute in 2000, voted for by industry professionals, The World at War ranked 19th. The program has everything that the viewer needs to know about the war. After watching a few episodes I liked the series so much that I tried to watch the remaining episodes one after the other. I've seen some of them several times. There are two other great documentary series that I know of that may be of interest to the viewer. One is called The Great War (1964) that's about World War I. The other is called Cold War (1998) that's about the Cold War obviously.",positive
"I have seen 'The Sea Within' today and I loved it. The actors of the movie are wonderful (specially Javier Bardem, of course), but I thought that Belén Rueda would have a better role. Lola Dueñas, Clara Segura and, specially, Mabel Rivera perform excellent interpretations. And I cannot forget Celso Bugallo and Joan Dalmau (brother and father of the protagonist).<br /><br />There are two technical aspects I loved very much: Aguirresarobe's photography and the score by Amenábar himself. I liked the song, 'Negra sombra' ('Dark Shadow'), by Luz Casal with music of Carlos Núñez.<br /><br />In short, I think that the Spanish Academy should choose 'The Sea Within' in order to compete in the Oscar Awards. I liked other Spanish productions, such as Almodóvar's 'Bad Education', but Amenábar's film is much better than them. 'The Sea Within' deserves all the awards.",positive
"As someone who has read the book, I can say that this is vastly inferior to the big American version starring Gwyneth Paltrow. There are various reasons for this. Firstly, Emma is too unpleasant. Yes, she has faults, and isn't the easiest person to like - but the viewer shouldn't downright start to despise her. Secondly, Mr Knightly is miscast. His brooding and melancholy in this version are better suited to a Bronte or Gaskell adaptation than Austen, and throw the mood of the whole affair ""off"". Thirdly, Samantha Morton is too strong an actress to be relegated to the role of Harriet; and why was she made to look so sickly? Harriet is supposed to be blonde and blooming - not to look as if she's going to be carried off by consumption in the next scene. Fourthly, the structure has been mucked up and scenes cut. At the end, when Emma decides she loves Mr Knightly, it comes across as utterly baffling because this narrative hasn't been adequately shown and carried along throughout the film. Fifthly, what was going on, exactly, with Mrs Elton's accent? She went from sounding like an American actress trying to suppress her own accent at the beginning, to all out American half-way through, and then back to English at the end. Finally, this dragged at the end. The book and the big film version end with the wedding of Emma and Mr Knightly. This version drags on confusingly after the announcement of the wedding without actually showing us the ceremony.<br /><br />All in all, a rather haphazard attempt. Read the book or rent the Paltrow version instead",negative
"I'm not a huge fan of Lucio Fulci's films. Most of his 80s gore films had their moments, but often came across as second-rate Dario Argento imitations. With the exception of the entertaining ""Zombi"" (which was a George Romero imitation), I didn't really enjoy them. I know Italian horror often disregards the plot, but the storyline and characters in his films were just far too thread bare even by the standards. This is why ""Don't Torture a Duckling"" surprised me. Its actually a very well made film with an engrossing murder mystery. Its possibly the best giallo ever made, only seriously rivaled by Dario Argento's entries into the genre. And unlike Fulci's previous giallo ""A Lizard in a Woman's Skin"", this never drags.<br /><br />Fulci's direction here is quite good. He keeps the story moving at a good pace and maintains the viewer's interest throughout. Also, the conclusion to the mystery comes as a complete surprise to the audience. Plus, he adds some clever touches, such as the upbeat soul music during a particularly disturbing graveyard beating sequence. Overall, the violence here is restrained and only used when necessary for the story. The acting is good for the most part also, full of familiar faces from 70s Italian exploitation cinema. Both Thomas Milian and Barbara Bouchet are super cool throughout. The only weak link is Florinda Bolkan, whose performance is just far too over-the-top. Its the only laughable aspect of the film. ""Don't Torture a Duckling"" definitely comes with my recommendation and may be a good introduction to the giallo subgenre as a whole. (8/10)",positive
"This film without doubt is one of the worst I have seen. It was so boring that I simply could not wait for it to end. I talked my girlfriend into watching it after this site had good reviews and after even 30 mins in she looked at me as if to say ""your nuts"" The scenery was as boring as the film with nothing but driving around in the car looking at the wind blowing bits of bush around. The acting was un-inspiring and the film was simply a waste of what have been a good idea into a waste of a dvdr.<br /><br />Guy Pierce should have stuck to neighbours as at least he washed his hair. All he done was talk on his phone but yet sold nothing as a salesman. He would have been sacked weeks before. His girlfriend (once in Coyote Ugly) should have remained dancing on the bar as at least she looked hot in that.<br /><br />The guy who played Vincent (those who watched know) was so annoying with his phone calls that any normal person would have drove to his house and hit him with a bit of 4 by 2.<br /><br />I do not on this earth know what anyone liked about it. I actually want people to watch this to suffer the torture I went through.",negative
"Unlike another user who said this movie sucked (and that Olivia Hussey was terrible), I disagree.<br /><br />This movie was amazing!!!!!! Olivia Hussey is awesome in everything she's in! Yeah she may be older now, because many remember her from Romeo and Juliet, but she's wonderful! <br /><br />This story line may be used quite often, but it's a unique movie and I'll fight back on anyone who disagrees! I enjoyed this movie just as much as I have any other Olivia Hussey movie. Olivia's ""my girl"" and I love her work.<br /><br />I saw this for the first time on Saturday (4/14/07) and fell in love with it. Not only because's it's an Olivia movie, but because of it's unique story line and wonderful direction.",positive
"If you speak French or can put up with sub-titles, you will really enjoy this movie. If on the other hand you just want to see God's most beautiful creatures, this is a must see. Not an ounce of silicon in sight. Zalman King eat your heart out. Sophie Marceau's body is the epitome of perfection and everything I had ever fantasized about. Her part is even in English. Even the fact that she was nude with John Malkovich did not detract for her beauty. Sophie is a ten if ever there was one. Chiara Caselli and Inés Sastre are 9.5s. Oh yeah, it is a pretty good story. Several little vignettes are woven together in a sort of Six Degrees of Separation style.",positive
"This is the first porn I've ever tried to review. It demands a different approach than usual, since the allegory will not reward dissection. ""I'm American. I'm a prudish virgin."" ""We are European. We are cultured and sex-mad."" ""It is nice when we all screw each other."" Lots to talk about! Well, there kind of is in fact, relative to your average 60s topless volleyball number anyway. And the enervating patina of 'class' at least delivers clean, detailed compositions. But what the hell kind of thing is that to say about a porn? OK then: the only scene I really (rhetorically) got off on was the first time Brigitte Maier steps in. There are efforts to toss in a nice variety of race and age while letting no two men anywhere near each other; the one black guy suffers a premature bout of editorial coitus interruptus. And multiple takes or not, one perhaps undescribable-on-IMDb act does look like it was partially simulated by a surgical hose. Still, I stayed awake, and it was eight in the morning...but what does the last shot mean?!",negative
"I have seen many many movies and this just totally blew my mind. The trauma, the suspense is just amazing. I ended so wound up in the psychological fear and Philosophy of it, and relating it to reality. Movies that play and challenge your mind are movies you don't forget, those that make you doubt your reality. A problem could be the quality, but that doesn't bring down the essence of the movie.<br /><br />The idea it self is brilliant and the ending leaves you just completely shocked and with the question for you to seek the answer. I just totally loved it! So many clues and twitches and puzzles. One of the best movies ever, hands down.",positive
"This film stands as one of the most amazing examples of compelling and artful film-making I've every seen. Herzog seems to capture the almost transcendent tragedy and beauty of Dieter's story, as well as his endearing personal character. By the end of the film, I was left wishing that I'd had the opportunity to meet Dieter before his passing.<br /><br />On a technical note, the cinematography is intimate and astoundingly beautiful. The narrative is intricately woven, with great awareness of the subject and his capacity for reliving and reenacting traumatic events. Few documentary directors have so strong an ability to so thoroughly invest the audience in the character. This film is a must see!!!",positive
"A small town is attacked by a horde of bloodthirsty vampires. The only hope is a lone avenger and a group of ragtag survivors.<br /><br />Released in 1993, ""Darkness"" garnered something of a cult following upon release. It's easy to see why-it's loaded (and I mean freaking loaded) with gore, and it's energy and enthusiasm, like that found in other no-budget cult horror flicks like ""The Dead Next Door"" and ""The Children of Ravensback"", is actually rather infectious.<br /><br />While that may be true, that's sadly not enough to save it. The film was shot on a Super 8, so the image is grainy and dark, making things very difficult to see (it would have been great if it had obscured the protagonists dreadful mullet.) Also grating is the soundtrack, made up of annoying Casio Keyboard and even more annoying Death Metal (seriously, what is it with these no budget horror flicks and bad Death Metal?) While one isn't expecting Oscar worthy performances, the acting is still strictly amateur hour, as the actors sometimes seem almost confused instead of frightened or threatened.<br /><br />In the end, I'm sure fans of no-budget gorefests will love this. Everyone else though, will wish there was a little more meat on the ribs.",negative
"I can understand after watching this again for the first time in many years how it is considered one of the worst Laurel & Hardy's. For me, it isn't as close to as bad as ""Air Raid Wardens"" and ""The Bullfighters"", but there are some definite huge flaws in it. The film is set up to show Laurel and Hardy as the owners and instructors of the dance studio. Hardy is funny as the prancing lead of a ""London Bridge"" dance, surrounded by 20th Century Fox starlets, while in the next room, Laurel teaches the beginners ballet while wearing a ballerina outfit. A clumsy carpenter spills glue on the floor, leading to a predicable gag where Hardy ends up the looser. Then, in come the racketeers, now selling insurance covering up their protection racket. One of them is a very young and handsome Robert Mitchum. But no sooner do they bully the boys into buying insurance, they are arrested.<br /><br />This is the end of the gangsters and the last time we see the dance studio. The rest of the film is devoted to Laurel and Hardy's support of wealthy patron Trudy Marshall and her inventor boyfriend, Robert Bailey. They first try to help them hide their relationship from her disapproving parents (Matt Briggs and Margaret Dumont) and hopeful suitor Allan Lane, whom we can tell right off is a no-good swine. This leads to Briggs' hidden bar being revealed to tea-totaling Dumont, and a gag where a rug is literally pulled out from the wealthy patriarch which crashes his bed into a pond below. When Bailey uses the boys to help display his ray gun, pandemonium ensues. The dead-pan butler announces to Case and Dumont that their house is on fire.<br /><br />Later, Hardy wants to use the insurance policy to gain money to pay their dance studio rent and hopes to get Laurel to break a leg to do so. There is no reference to the fact that the insurance salesmen were gangsters and that the policy would probably be invalid. (Even if they were to have become legitimate insurance salesman, after being arrested, their licenses would have been revoked). Laurel ends up getting off a bus which had been abandoned by the driver over a supposedly rabid dog (only a frosting covered, cake devouring Toto look-alike, or possibly the actual pooch), causing Oliver to end up on a huge beach roller-coaster that somehow the bus has ended up on, perfectly fitting its wheels onto the tracks. Roller-coaster gags can be exciting, as evidenced in ""Abbott and Costello Go to Hollywood"", and this one is amusing but anticlimactic.<br /><br />As the story wraps up, all of these gags seem to have no point, giving the impression that this was simply a series of one-reelers put together to make a full-length feature, hopefully part of a double bill. L&H, as I've mentioned in other reviews of their later films, had lost much of their luster after leaving Hal Roach's employ, but surprisingly here, they do not come off as old and tired looking as they had in films made in the same year. Had the gags not been as amusing, as was the case with some of their other films, this surely would have ranked a ""2"" as opposed to a ""3"".",negative
Sadly it was misguided. This movie stunk from start to finish. It was hard to watch because I used to watch Clarissa Explains It All every day on Nickelodeon. I LOVED her. Then the next thing I found she did a spread in Maxim and she was gorgeous! I haven't really heard anything about her until I watched this movie on accident. I couldn't believe she would even let something like this be seen with her name all over it. Everything about it was wrong but it still looked like someone somewhere in the team was trying really really hard to save a sunk ship. Too bad.. I hope she continues to act and I would love to see her with a real cast in a real movie.,negative
"If you have beloved actors, Peter Falk, Rip Torn, George Segal, and Bill Cobbs, you don't need Billy Burke, Coolio, or any other distractions. Massive talent is totally wasted in ""Three Days to Vegas"", with the blame falling squarely on the script. My neighbor's vacation films are about as interesting as this misguided road movie. If you want to see how to utilize a veteran cast with a good script, check out ""The Crew"". There really are no redeeming factors here, and watching these wonderful actors struggling with such weak material is a crime. I wanted to like it, but the shallow script cheats the audience, by essentially giving the actors nothing to work with. - MERK",negative
"I just can't understand the negative comments about this film. Yes it is a typical boy-meets-girl romance but it is done with such flair and polish that the time just flies by. Henstridge (talk about winning the gene-pool lottery!) is as magnetic and alluring as ever (who says the golden age of cinema is dead?) and Vartan holds his own.<br /><br />There is simmering chemistry between the two leads; the film is most alive when they share a scene - lots! It is done so well that you find yourself willing them to get together...<br /><br />Ignore the negative comments - if you are feeling a bit blue, watch this flick, you will feel so much better. If you are already happy, then you will be euphoric.<br /><br />(PS: I am 33, Male, from the UK and a hopeless romantic still searching for his Princess...)",positive
"ROCK STAR / (2001) *** (out of four)<br /><br />By Blake French:<br /><br />	""Rock Star"" is the story of a nobody who becomes propelled into fame, only to realize living his dream is not the way he imagined it. We have seen all this before (in better movies), but this human story does capture the world of rock and roll with a brutally honest and insightful edge. It garners a recommendation because of its visualization of the atmosphere. The script, by ""Crazy/Beautiful"" director John Stockwell, portrays the hard-core universe with memorable images-it doesn't explain what it is about, it shows us.<br /><br />	""Rock Star,"" originally titled ""Metal God,"" stars Mark Wahlberg as Chris ""Izzy"" Cole, a Pittsburgh office supplies salesperson who dreams of becoming Bobby Beers, the fiery lead singer for the heavy metal rock group, Steel Dragon. Although Chris already sings for his own tribute rock group called Blood Pollution, instead of writing his own songs, he insists on performing only those by Steel Dragon, and only in the exact way they perform them. His group becomes irritated with Chris' obsessions and gives him the boot.<br /><br />	This devastates Chris, as well as his supportive parents and faithful girlfriend, Emily (Jennifer Aniston from TV's ""Friends""). He then receives a phone call. It's the Steel Dragon band. They have seen Chris' tapes and want him to replace the recently fired lead singer. In an instant, Chris rockets into the dizzying world of sudden stardom-from the biggest rock fan to the biggest rock star. Unfortunately, it's not as rewarding as he expected.<br /><br />	A true story inspired the ""Rock Star"" concept. An Ohio supply salesman, Tim ""Ripper"" Owens, really did replace Rob Halford, the lead singer in Judas Priest, after initially singing for a tribute band. The rest of the film is probably fiction, although most of what happens must represent the experiences of many other bands. The film details the various ordeals of being a rock star. It explores the aspects of touring, personality differences, the danger of drug abuse and violence, struggling relationships, sexual freedom, dishonesty, and the extreme measures of the producers all to please the fans and keep popularity high. <br /><br />I have seen all of Mark Wahlberg's movies, and this is the first that has earned my affection. Wahlberg, a former singer/model, has made movies like ""Fear,"" ""Boogie Nights"" ""Three Kings,"" and most recently Tim Burton's lacking remake ""Planet of the Apes."" I am starting to admire the young actor more and more. Although he has not performed in many successful films, he has taken many chances, and done a variety of roles. ""Rock Star"" is his best film to date. I can't think of many actors who could have convincingly portrayed Chris Cole's struggles and aspirations. Wahlberg truly makes ""Rock Star"" rock. <br /><br />Jennifer Aniston lights up the screen as well. She creates a chemistry-rich relationship with Chris that induces audience participation. It's tragic of what happens to their relationship. We care about these characters a great deal. <br /><br />During the film concert scenes, director Stephen Herek (who also directed ""Holy Man"" and the live action version of ""101 Dalmatians"") creates a gripping atmosphere. He captures the scenes with an intense urgency, and a raw, unmistakable energy. The musical numbers provide the film with the best, most involving scenes. <br /><br />Unfortunately Herek cannot sustain the energy and zest throughout. At the three-quarters mark, he looses the spark as the movie becomes dull and unpleasant. I understand where the story needs to go in order to portray the negative side of fame, but this movie loses everything it previously had going for it. In ""Almost Famous,"" a much better film about rock and roll, there is a certain amount of interest and life in even the most sorrowful scenes. Here, it feels as if the filmmakers lose their passion.<br /><br />The message comes a bit too late and suddenly in the story. The film turns into a morality tale that wants to provide us with a sappy destination. The filmmakers might as well stop everything, appear on screen and say: ""now audience, the moral of the story is"" We understand the theme, but it's too instantaneous. The personal discovery for Chris' must be gradual.<br /><br />Fortunately, all of this happens in the last twenty-five minutes of the film, hardly enough to completely destroy an entire eighty-five minutes of a reasonably good feature. ""Rock Star"" is not a great movie-see ""Almost Famous"" if you want a remarkable film about rock and roll-but for Marky Mark, it's a turning point in his career. <br /><br />",positive
"I just found out before writing this review that ""Komodo vs. Cobra"" and another movie called ""Curse of the Komodo"" were both directed by the same guy, Jim Wynorski. That might explain why they are films of nearly identical premises. They both feature a military-governed island, a colonel whose concerned more about covering his tracks than the lives of his employees, people racing to get to a chopper that is conveniently lying in a field somewhere on the island, and giant komodo dragons created through genetic experiments running amok. What differences are there? Well, the intruders on the island are now capitalists wanting to expose the government secret and there's a giant cobra on the island as well, hence the title ""Komodo vs. Cobra"" even though the conflict between the two monsters is hardly relevant to the 'story.' ""Komodo vs. Cobra"" is more or less what you'd expect given its title and its channel origin: the Sci-Fi Channel. Although every now and again you will find one that for one reason or another may appeal to you (I liked a movie called ""Komodo"") I hardly doubt this one will.<br /><br />""Komodo vs. Cobra"" is not only a boring film, but it's also one of the least enthusiastic sci-fi flicks I've seen in a long time. In some of these movies, there is an air to them that indicates the filmmakers were giving at least a certain level of effort, but I see very little here. That's indicated again by it just being a rehash of ""Curse of the Komodo."" The CGI for the monsters look as if they came straight out of a second-rate video game, the cinematography and misc en scene is poor, the acting ranges from passable to poor, the action scenes are dull, and then there are some parts that are, frankly put, unforgivably bad. I see a lot movies where a person will shoot a gun many times without reloading and I can deal with this. But in this movie, where Michael Paré takes a single thirty-eight handgun and fires it approximately fifty times nonstop without reloading oncewell, at first I laughed, but even then it just became tiring. That would be the 'action.' A monster appears, people scream, Paré fires nonstop without reloading his gun once throughout the entire picture, and somebody gets eaten.<br /><br />""Komodo vs. Cobra"" is a very bad movie. The only thing in the movie that is worth mentioning in a charitable manner is an actress named Michelle Borth, who is not only very beautiful, but a surprisingly strong performer. Even with the trashy dialogue and lack of enthusiasm in the screenplay she was given, Michelle Borth managed to pull off a surprisingly good performance and it just appalls me that an actress as good as her can get stuck in a film as junky as this. She obviously took it for the paycheck, but it won't boost her career any, I'm afraid.",negative
"Yes, it feels, and for the most part plays like an ""after school special"", for a slightly more adult audience, alright maybe a teen audience. But add in Bill Murray (already showing some dramatic as well as his usual comedic talent), a nice supporting cast, and an unexpected sweetness about growing up, and remembering those great, or not so great days at summer camp, and you get a heartwarming, funny, sleeper hit.<br /><br />It does get a little too smarmy for its own good, but that is also one of its charms. When you hear the title ""Meatballs"", and see the poster, you expect a teenage sex romp, but what you get is a sentamental, yet sometimes sexy look back at those formative years at summer camp. The sentamentality, and the remberances of simpler times reminds me of ""A Christmas Story"", which I also love. The rememberances of summer camp were never so well stated. The only movie I've seen that comes close, is ""Indian Summer"", which I like almost as much as ""Meatballs"", and also stars Matt Craven. Let's hope he completes the trilogy. Maybe he could come back for ""Return of the Meatballs"", and bring some dignity back to the franchise (Meatballs 2 through 4 bare no resemblence to the original classic).<br /><br />""Meatballs"" is easily on my Top 10 Guilty Pleasures of all time (not really guilty either). It's a wonderful little film, that always makes me smile.",positive
"I think this show is screamingly funny! It's not for every taste, and I'm not going to elevate or denigrate the folks that don't get it. I'm sure they're wonderful bright people that operate at a different wavelength. But if you like it, you REALLY like it. Sarah plays a self-infatuated loser named ""Sarah Silverman"" who often finds her self in Homerian predicaments (that's ""Homerian"" as in ""Homerian Simpsonian"").<br /><br />I remember Sarah Silverman from her brief gig on Saturday Night Live in the early 90's. I liked her immediately then and I go out of my way to check out anything she's done.<br /><br />This show is choke-on-your-food-and-wet-your-pants funny. Therefore I always fast before watching it and wear adult diapers. Check it out!",positive
"Okay, so there is a front view of a Checker taxi, probably late 1930s model. It has the great triangular shaped headlights. There also is a DeSoto cab in this black and white, character driven, almost a musical love gone wrong story.<br /><br />The real pleasure here is the look at 1940s room interiors and fashions and hotel elevators. The hair styles, male and female are gorgeous. If Dolly Parton had Victor Mature's hair she could have made it big. There is an artist loft that would be the envy of every Andy Warhol wannabe.<br /><br />If you watch this expecting a great Casablanca storyline or Sound of Music oom-pah-pah, you will be disappointed. There is a nice little story beneath the runway model approach in this film.<br /><br />My copy on DVD with another movie for $1 was very viewable. The title sequence was cute but not up there with Mad, Mad, Mad, Mad World or The Pink Panther. This was an RKO movie but it did not have the nice airplane logo that RKO used to use.<br /><br />I liked Victor Mature in One Million, B.C., and Sampson and Delilah and especially in Violent Saturday. See if you can find that one. He was wonderful in the comedy with Peter Sellers called Caccia Alla Volpe or After The Fox.<br /><br />Richard Carlson went on to do I Led Three Lives on TV in the early 1950s.<br /><br />Vic Mature was offered the part of Sampson's father in the remake of Sampson and Delilah. He supposedly was asked if he would have any problems playing the part of the father since he was so well known as Sampson. Victor replied, ""If the money is right, I'll play Sampson's mother."" <br /><br />Tom Willett",positive
"The original Female Convict Scorpion is an all time masterpiece. The first sequel, Jailhouse 41, was not quite as good in my opinion, though it's still notable for the fact that it took the idea from the original and created something in a completely different style. Director Shunya Ito has managed to do the same thing again with this film; the story is a bit different here, but still he's managed to take what made the previous entries excellent and better than many films of this type and craft something fairly original around it. Again the action focuses on Nami Matsushima (a.k.a. ""Scorpion"") and this time she's out of the jailhouse and not too keen on the idea of going back. After escaping from pursuing police officers, one thing leads to another and Scorpion finds herself getting it together with a prostitute and her retarded brother. The prostitute ends up getting impregnated by the retarded brother (...), while Scorpion is kidnapped and caged up by someone who she made an enemy out of in prison. But Scorpion doesn't like spending time behind bars and it's not long before she's back to doing what she does best.<br /><br />The film gets off to a great start as we see Scorpion hack the arm off a copper intent on taking her back to jail. From there, however, the film slows down a lot and Beast Stable ends up being more of a drama than the previous two films. That's not to say that there isn't still plenty of action - Scorpion still spends a lot of time in 'revenge mode' and the film isn't exactly short on general sleaze. Meiko Kaji once again reprises her role as the sinister title character and it's another understated, almost wordless performance. Her screen presence is great, however and she manages to have a menacing presence despite being only small physically. The plot structure for this film is similar to the other two in that it all builds into a crescendo of revenge. There are more people who have angered Scorpion in this film than in the previous two so this section takes up a fairly large part of the film. There's a few surreal sequences, not as many as in the first film and nowhere near as in the second, but the film stays in with the rest of the series on that point. Overall, I would say this film is between the first two in terms of quality - not as great as the original and slightly better than the second.",positive
"1 thing. this movie sucks BIG TIME..i was into singaporean comedy when Chiken Rice war came along. But, this time, even Gurmit Singh (well-done) acting cant pull this one of. A total failure of following HK's Shaolin Soccer. Next time: do ur own thing!",negative
"Everything is idyllic in Suburbia when the little family moves in, as the father have got a new job in a computer company there. But no paradise would be complete without its snake. Strange things happens as the family joins the local country club without the husband, as it certainly holds secrets. The father is not a joiner, but pressure is on him to join, as everyone who is anything in the neighborhood and at work are members. Robert Urich's good guy part is a bit tepid, but Joanna Cassidy as good natured housewife turning nasty sizzles. Suspenseful and well-made chiller with a bitchy Susan Lucci as club chairperson. Look out for cult favorite Michael Berryman in a bit part as a valet. The movie captures the sense of paranoia and the special effects final is worth waiting for. I have seen this movie quite a few times.",positive
