,namn,antal,gender
1758,Joar,1295,pojknamn
1759,Jason,1252,pojknamn
1760,Jorma,1248,pojknamn
1761,Javier,1223,pojknamn
1762,Joshua,1190,pojknamn
1763,Jakub,1136,pojknamn
1764,Jarmo,1136,pojknamn
1765,Jerzy,1074,pojknamn
1766,Jozef,1029,pojknamn
1767,Jacek,1021,pojknamn
1768,Johann,1010,pojknamn
1769,Jukka,986,pojknamn
1770,Jan-Eric,901,pojknamn
1771,Jani,896,pojknamn
1772,Jamil,860,pojknamn
1773,Jan-Ove,850,pojknamn
1774,Johny,827,pojknamn
1775,Jaakko,813,pojknamn
1776,Jürgen,809,pojknamn
1777,Jalal,797,pojknamn
1778,Janos,781,pojknamn
1779,Janusz,780,pojknamn
1780,Jouni,770,pojknamn
1781,Jawad,760,pojknamn
1782,Jouko,718,pojknamn
1783,Jaroslaw,704,pojknamn
1784,Jan Olof,674,pojknamn
1785,Jordan,658,pojknamn
1786,Jan Åke,655,pojknamn
1787,Jasmin,643,pojknamn
1788,Justin,643,pojknamn
1789,Jesus,638,pojknamn
1790,Jöns,627,pojknamn
1791,Julio,604,pojknamn
1792,Jaime,596,pojknamn
1793,Jeff,575,pojknamn
1794,Jozsef,565,pojknamn
1795,Jussi,548,pojknamn
1796,Josip,547,pojknamn
1797,Joe,535,pojknamn
1798,Jacques,516,pojknamn
1799,Justus,501,pojknamn
1800,Kristina,169172,flicknamn
1801,Karin,154926,flicknamn
1802,Kerstin,85138,flicknamn
1803,Katarina,49160,flicknamn
1804,Karolina,21554,flicknamn
1805,Kristin,15641,flicknamn
1806,Klara,15124,flicknamn
1807,Kajsa,11665,flicknamn
1808,Katrin,5051,flicknamn
1809,Karina,4766,flicknamn
1810,Kaarina,4640,flicknamn
1811,Kim,4619,flicknamn
1812,Katharina,3020,flicknamn
1813,Kristine,2950,flicknamn
1814,Katja,2816,flicknamn
1815,Katarzyna,2547,flicknamn
1816,Kristiina,2332,flicknamn
1817,Kyllikki,2112,flicknamn
1818,Kersti,1780,flicknamn
1819,Karolin,1776,flicknamn
1820,Karoline,1670,flicknamn
1821,Krystyna,1472,flicknamn
1822,Kate,1327,flicknamn
1823,Karla,1212,flicknamn
1824,Karen,1202,flicknamn
1825,Kaisa,1146,flicknamn
1826,Kirsti,1062,flicknamn
1827,Katrine,1057,flicknamn
1828,Katariina,1040,flicknamn
1829,Khadija,1033,flicknamn
1830,Katrina,1000,flicknamn
1831,Kirsten,992,flicknamn
1832,Kelly,966,flicknamn
1833,Kari,863,flicknamn
1834,Kicki,807,flicknamn
1835,Kamilla,756,flicknamn
1836,Kirsi,755,flicknamn
1837,Katalin,729,flicknamn
1838,Ketty,668,flicknamn
1839,Kimberly,660,flicknamn
1840,Kathrin,627,flicknamn
1841,Karola,619,flicknamn
1842,Katri,611,flicknamn
1843,Kitty,601,flicknamn
1844,Kaija,600,flicknamn
1845,Kathrine,560,flicknamn
1846,Kinga,550,flicknamn
1847,Kamila,547,flicknamn
1848,Klaudia,535,flicknamn
1849,Katherine,521,flicknamn
1850,Khalid,515,flicknamn
1851,Kornelia,502,flicknamn
1852,Kjerstin,501,flicknamn
1853,Katerina,494,flicknamn
1854,Kerttu,483,flicknamn
1855,Katriina,481,flicknamn
1856,Kira,453,flicknamn
1857,Käthe,452,flicknamn
1858,Kathleen,447,flicknamn
1859,Kia,440,flicknamn
1860,Kaur,408,flicknamn
1861,Kamal,403,flicknamn
1862,Khalil,398,flicknamn
1863,Katinka,394,flicknamn
1864,Khaled,392,flicknamn
1865,Karima,389,flicknamn
1866,Kadhim,383,flicknamn
1867,Karoliina,356,flicknamn
1868,Kareem,342,flicknamn
1869,Karim,337,flicknamn
1870,Karna,329,flicknamn
1871,Khadra,320,flicknamn
1872,Kiara,283,flicknamn
1873,Karita,280,flicknamn
1874,Khalaf,280,flicknamn
1875,Katia,273,flicknamn
1876,Kati,251,flicknamn
1877,Katie,239,flicknamn
1878,Kobra,239,flicknamn
1879,Knutsdotter,235,flicknamn
1880,Kathe,233,flicknamn
1881,Kayla,228,flicknamn
1882,Kirstine,214,flicknamn
1883,Kristel,213,flicknamn
1884,Kay,212,flicknamn
1885,Krista,211,flicknamn
1886,Karlsdotter,208,flicknamn
1887,Khadijeh,203,flicknamn
1888,Krisztina,197,flicknamn
1889,Kkk,195,flicknamn
1890,Karl,203469,pojknamn
1891,Kjell,53219,pojknamn
1892,Kent,31260,pojknamn
1893,Kenneth,26737,pojknamn
1894,Kurt,23701,pojknamn
1895,Krister,17784,pojknamn
1896,Kristian,15290,pojknamn
1897,Knut,14362,pojknamn
1898,Kevin,13983,pojknamn
1899,Klas,13742,pojknamn
1900,Kristoffer,13408,pojknamn
1901,Kim,12077,pojknamn
1902,Kaj,5961,pojknamn
1903,Kenth,5387,pojknamn
1904,Kennet,5191,pojknamn
1905,Karl-Erik,4601,pojknamn
1906,Kristofer,4428,pojknamn
1907,Kalevi,3514,pojknamn
1908,Kalle,3465,pojknamn
1909,Khaled,3126,pojknamn
1910,Kenny,3100,pojknamn
1911,Kasper,2976,pojknamn
1912,Konrad,2864,pojknamn
1913,Kari,2494,pojknamn
1914,Krzysztof,2348,pojknamn
1915,Karim,2216,pojknamn
1916,Khalid,1968,pojknamn
1917,Karl-Johan,1954,pojknamn
1918,Kai,1916,pojknamn
1919,Kalervo,1660,pojknamn
1920,Khalil,1555,pojknamn
1921,Karl-Gustav,1545,pojknamn
1922,Kjell-Åke,1520,pojknamn
1923,Ken,1428,pojknamn
1924,Kian,1379,pojknamn
1925,Kumar,1256,pojknamn
1926,Kamal,1249,pojknamn
1927,Kåre,1232,pojknamn
1928,Kamil,1172,pojknamn
1929,Karl-Axel,1169,pojknamn
1930,Konstantin,1156,pojknamn
1931,Klaus,1110,pojknamn
1932,Kennert,1036,pojknamn
1933,Karl Erik,995,pojknamn
1934,Konstantinos,939,pojknamn
1935,Kenan,803,pojknamn
1936,Karl-Gunnar,776,pojknamn
1937,Keith,748,pojknamn
1938,Kimmo,744,pojknamn
1939,Keijo,697,pojknamn
1940,Karol,686,pojknamn
1941,Karam,671,pojknamn
1942,Karl-Olof,636,pojknamn
1943,Klas-Göran,628,pojknamn
1944,Kemal,617,pojknamn
1945,Karl-Gustaf,591,pojknamn
1946,Kay,586,pojknamn
1947,Kareem,553,pojknamn
1948,Kjell Åke,535,pojknamn
1949,Karl-Åke,533,pojknamn
1950,Kacper,532,pojknamn
1951,Kullervo,513,pojknamn
1952,Kazimierz,496,pojknamn
1953,Karl-Göran,491,pojknamn
1954,Kennerth,486,pojknamn
1955,Karsten,468,pojknamn
1956,Kauko,459,pojknamn
1957,Kadhim,452,pojknamn
1958,Karl-Henrik,449,pojknamn
1959,Karl-Oskar,441,pojknamn
1960,Kamel,419,pojknamn
1961,Kaarlo,397,pojknamn
1962,Krystian,394,pojknamn
1963,Khan,393,pojknamn
1964,Kid,389,pojknamn
1965,Khalaf,368,pojknamn
1966,Kadir,359,pojknamn
1967,Kidane,357,pojknamn
1968,Kelvin,345,pojknamn
1969,Kjell-Arne,337,pojknamn
1970,Kjell-Ove,335,pojknamn
1971,Konny,335,pojknamn
1972,Karl Johan,323,pojknamn
1973,Kamran,301,pojknamn
1974,Kjell-Erik,299,pojknamn
1975,Kewin,298,pojknamn
1976,Karl-Arne,296,pojknamn
1977,Kerim,295,pojknamn
1978,Knud,295,pojknamn
1979,Karl-Magnus,293,pojknamn
1980,Linnéa,91993,flicknamn
1981,Lena,83275,flicknamn
1982,Linnea,73281,flicknamn
1983,Louise,54421,flicknamn
1984,Linda,52175,flicknamn
1985,Lovisa,33751,flicknamn
1986,Lisa,32173,flicknamn
1987,Lina,20472,flicknamn
1988,Lisbeth,17913,flicknamn
1989,Lilian,15657,flicknamn
1990,Linn,15217,flicknamn
1991,Lilly,13693,flicknamn
1992,Laila,12569,flicknamn
1993,Lillemor,10439,flicknamn
1994,Liv,7636,flicknamn
1995,Laura,5183,flicknamn
1996,Lotta,4994,flicknamn
1997,Lova,4968,flicknamn
1998,Lisbet,4556,flicknamn
1999,Liselotte,4487,flicknamn
2000,Lucia,4255,flicknamn
2001,Liselott,4254,flicknamn
2002,Lea,4041,flicknamn
2003,Lydia,3751,flicknamn
2004,Liisa,3587,flicknamn
2005,Leila,3578,flicknamn
2006,Lily,3327,flicknamn
2007,Livia,3201,flicknamn
2008,Lise-Lotte,3142,flicknamn
2009,Li,3134,flicknamn
2010,Leia,2866,flicknamn
2011,Leah,2762,flicknamn
2012,Leena,2526,flicknamn
2013,Lise-Lott,2457,flicknamn
2014,Lo,2373,flicknamn
2015,Lykke,2347,flicknamn
2016,Lillian,2071,flicknamn
2017,Luna,1951,flicknamn
2018,Lovis,1826,flicknamn
2019,Leona,1711,flicknamn
2020,Larsdotter,1659,flicknamn
2021,Lara,1658,flicknamn
2022,Lisette,1626,flicknamn
2023,Lill,1619,flicknamn
2024,Lana,1512,flicknamn
2025,Liza,1496,flicknamn
2026,Lola,1464,flicknamn
2027,Lilja,1418,flicknamn
2028,Lee,1380,flicknamn
2029,Lisen,1346,flicknamn
2030,Line,1236,flicknamn
2031,Leonora,1217,flicknamn
2032,Liz,1196,flicknamn
2033,Louisa,1142,flicknamn
2034,Leyla,1051,flicknamn
2035,Lis,1046,flicknamn
2036,Lizette,1035,flicknamn
2037,Lise,1009,flicknamn
2038,Lidia,997,flicknamn
2039,Lejla,970,flicknamn
2040,Lizzie,966,flicknamn
2041,Lillie,942,flicknamn
2042,Lia,923,flicknamn
2043,Lotten,921,flicknamn
2044,Louice,901,flicknamn
2045,Luisa,854,flicknamn
2046,Lynn,838,flicknamn
2047,Lowa,775,flicknamn
2048,Liliana,754,flicknamn
2049,Lorena,748,flicknamn
2050,Lin,725,flicknamn
2051,Lucy,679,flicknamn
2052,Layla,669,flicknamn
2053,Lenita,658,flicknamn
2054,Love,654,flicknamn
2055,Lou,638,flicknamn
2056,Lili,620,flicknamn
2057,Lilli,595,flicknamn
2058,Luz,589,flicknamn
2059,Lene,562,flicknamn
2060,Ljiljana,554,flicknamn
2061,Leonie,549,flicknamn
2062,Lajla,544,flicknamn
2063,Luise,533,flicknamn
2064,Leen,495,flicknamn
2065,Linda-Marie,453,flicknamn
2066,Lan,437,flicknamn
2067,Lone,434,flicknamn
2068,Lillan,429,flicknamn
2069,Larisa,424,flicknamn
2070,Lars,230500,pojknamn
2071,Lennart,115969,pojknamn
2072,Leif,65060,pojknamn
2073,Linus,24139,pojknamn
2074,Leo,17671,pojknamn
2075,Ludvig,16051,pojknamn
2076,Lucas,14475,pojknamn
2077,Liam,13586,pojknamn
2078,Lukas,13117,pojknamn
2079,Love,8729,pojknamn
2080,Leon,8013,pojknamn
2081,Lars-Erik,6936,pojknamn
2082,Ludwig,6671,pojknamn
2083,Leonard,6564,pojknamn
2084,Lars-Göran,4531,pojknamn
2085,Loke,4073,pojknamn
2086,Lars-Åke,3250,pojknamn
2087,Luis,3114,pojknamn
2088,Lars-Olof,2886,pojknamn
2089,Leopold,2406,pojknamn
2090,Levi,2207,pojknamn
2091,Lage,2061,pojknamn
2092,Louis,1962,pojknamn
2093,Lasse,1943,pojknamn
2094,Lars-Gunnar,1756,pojknamn
2095,Leonardo,1649,pojknamn
2096,Lee,1587,pojknamn
2097,Lowe,1528,pojknamn
2098,Lars Erik,1464,pojknamn
2099,Lukasz,1354,pojknamn
2100,Lars Göran,1342,pojknamn
2101,Lillebror,1328,pojknamn
2102,Lorentz,1214,pojknamn
2103,Loui,1155,pojknamn
2104,Lo,1093,pojknamn
2105,Laszlo,1033,pojknamn
2106,Lars-Ove,991,pojknamn
2107,Lars-Olov,988,pojknamn
2108,Louie,978,pojknamn
2109,Lauri,927,pojknamn
2110,Lars Åke,919,pojknamn
2111,Leander,849,pojknamn
2112,Lionel,840,pojknamn
2113,Lars-Eric,760,pojknamn
2114,Lennarth,675,pojknamn
2115,Lars-Inge,664,pojknamn
2116,Luka,651,pojknamn
2117,Larry,641,pojknamn
2118,Léon,632,pojknamn
2119,Lennox,614,pojknamn
2120,Lars Olof,586,pojknamn
2121,Luca,577,pojknamn
2122,Lorenzo,557,pojknamn
2123,Liban,533,pojknamn
2124,Lenny,531,pojknamn
2125,Lion,524,pojknamn
2126,Laith,518,pojknamn
2127,Lars Gunnar,504,pojknamn
2128,Leonel,501,pojknamn
2129,Luke,483,pojknamn
2130,Leandro,471,pojknamn
2131,Linné,463,pojknamn
2132,Leszek,462,pojknamn
2133,Lamin,432,pojknamn
2134,Lawrence,416,pojknamn
2135,Lennie,405,pojknamn
2136,Loa,381,pojknamn
2137,Luciano,371,pojknamn
2138,Lars-Håkan,366,pojknamn
2139,Lewis,366,pojknamn
2140,Lars-Johan,362,pojknamn
2141,Lorenz,358,pojknamn
2142,Lajos,351,pojknamn
2143,Latif,341,pojknamn
2144,Leonidas,337,pojknamn
2145,Lars-Ola,334,pojknamn
2146,Lennon,324,pojknamn
2147,Laban,311,pojknamn
2148,Luigi,309,pojknamn
2149,Long,303,pojknamn
2150,Lave,292,pojknamn
2151,Lias,292,pojknamn
2152,León,290,pojknamn
2153,Leslie,284,pojknamn
2154,Levin,281,pojknamn
2155,Lars-Anders,275,pojknamn
2156,Lex,260,pojknamn
2157,Lazar,259,pojknamn
2158,Lorens,259,pojknamn
2159,Lambert,258,pojknamn
2160,Maria,445253,flicknamn
2161,Margareta,229444,flicknamn
2162,Marie,128457,flicknamn
2163,Marianne,83671,flicknamn
2164,Malin,49477,flicknamn
2165,Monica,42162,flicknamn
2166,Matilda,36837,flicknamn
2167,Margaretha,28558,flicknamn
2168,Maja,24789,flicknamn
2169,Märta,24696,flicknamn
2170,Madeleine,22812,flicknamn
2171,Mona,22645,flicknamn
2172,Magdalena,20640,flicknamn
2173,Monika,20484,flicknamn
2174,Maj,18352,flicknamn
2175,Moa,17942,flicknamn
2176,Marita,17653,flicknamn
2177,Mari,15576,flicknamn
2178,Margit,14931,flicknamn
2179,Martina,13080,flicknamn
2180,Mikaela,12993,flicknamn
2181,Maud,11977,flicknamn
2182,Maj-Britt,11677,flicknamn
2183,Marina,10600,flicknamn
2184,Marie-Louise,10410,flicknamn
2185,Mary,10125,flicknamn
2186,My,9661,flicknamn
2187,Mathilda,9034,flicknamn
2188,Molly,8305,flicknamn
2189,Madelene,8272,flicknamn
2190,Mia,7516,flicknamn
2191,Mariana,7196,flicknamn
2192,Michelle,6322,flicknamn
2193,Michaela,6166,flicknamn
2194,Mohamed,6020,flicknamn
2195,Mariann,5849,flicknamn
2196,Marika,5843,flicknamn
2197,Majken,5532,flicknamn
2198,Marta,4805,flicknamn
2199,Maya,4585,flicknamn
2200,Marjatta,4421,flicknamn
2201,Marlene,4411,flicknamn
2202,Mimmi,4308,flicknamn
2203,Maj-Lis,4242,flicknamn
2204,Melissa,4148,flicknamn
2205,Miranda,4120,flicknamn
2206,Minna,4099,flicknamn
2207,Mohammed,4095,flicknamn
2208,May,4019,flicknamn
2209,Mira,3970,flicknamn
2210,Margot,3932,flicknamn
2211,Miriam,3563,flicknamn
2212,Mariam,3548,flicknamn
2213,Maryam,3520,flicknamn
2214,Meja,3448,flicknamn
2215,Marja,3012,flicknamn
2216,Majvor,2874,flicknamn
2217,Mirjam,2871,flicknamn
2218,Melina,2854,flicknamn
2219,Maarit,2596,flicknamn
2220,Märtha,2556,flicknamn
2221,Margret,2482,flicknamn
2222,Margaret,2481,flicknamn
2223,Marit,2431,flicknamn
2224,Malgorzata,2196,flicknamn
2225,Marielle,2156,flicknamn
2226,Martha,2155,flicknamn
2227,Mina,2053,flicknamn
2228,Melinda,2005,flicknamn
2229,Margita,2000,flicknamn
2230,Marion,1966,flicknamn
2231,Marija,1930,flicknamn
2232,Malva,1883,flicknamn
2233,Milla,1853,flicknamn
2234,Madelen,1765,flicknamn
2235,Mildred,1614,flicknamn
2236,Majlis,1613,flicknamn
2237,Mercedes,1591,flicknamn
2238,Micaela,1569,flicknamn
2239,Mariette,1566,flicknamn
2240,Melanie,1565,flicknamn
2241,Madelaine,1528,flicknamn
2242,Mirja,1506,flicknamn
2243,Maija,1491,flicknamn
2244,Mohammad,1432,flicknamn
2245,Mari-Ann,1359,flicknamn
2246,Mai,1353,flicknamn
2247,Malena,1252,flicknamn
2248,Mila,1238,flicknamn
2249,Margareth,1209,flicknamn
2250,Mikael,129939,pojknamn
2251,Magnus,74116,pojknamn
2252,Martin,73647,pojknamn
2253,Mats,64792,pojknamn
2254,Mattias,49579,pojknamn
2255,Michael,41223,pojknamn
2256,Marcus,37860,pojknamn
2257,Max,20268,pojknamn
2258,Markus,18709,pojknamn
2259,Mohamed,17077,pojknamn
2260,Mohammad,14693,pojknamn
2261,Mathias,14320,pojknamn
2262,Mohammed,13601,pojknamn
2263,Morgan,11154,pojknamn
2264,Malte,8027,pojknamn
2265,Mohamad,7943,pojknamn
2266,Melker,7789,pojknamn
2267,Melvin,7156,pojknamn
2268,Måns,5894,pojknamn
2269,Mårten,5860,pojknamn
2270,Mustafa,5559,pojknamn
2271,Micael,5210,pojknamn
2272,Mauritz,5004,pojknamn
2273,Mahmoud,4832,pojknamn
2274,Maximilian,4631,pojknamn
2275,Matti,3826,pojknamn
2276,Milton,3777,pojknamn
2277,Milo,3491,pojknamn
2278,Muhammad,3034,pojknamn
2279,Manfred,2981,pojknamn
2280,Michel,2731,pojknamn
2281,Manuel,2729,pojknamn
2282,Marko,2702,pojknamn
2283,Mario,2621,pojknamn
2284,Mark,2565,pojknamn
2285,Matias,2508,pojknamn
2286,Mio,2407,pojknamn
2287,Matts,2239,pojknamn
2288,Marco,2098,pojknamn
2289,Melwin,2093,pojknamn
2290,Mika,1920,pojknamn
2291,Mahdi,1905,pojknamn
2292,Marek,1891,pojknamn
2293,Miguel,1888,pojknamn
2294,Milan,1831,pojknamn
2295,Mehmet,1758,pojknamn
2296,Marcin,1736,pojknamn
2297,Mickael,1719,pojknamn
2298,Michal,1658,pojknamn
2299,Markku,1624,pojknamn
2300,Matthias,1588,pojknamn
2301,Marcel,1429,pojknamn
2302,Mehdi,1363,pojknamn
2303,Muhammed,1361,pojknamn
2304,Malcolm,1309,pojknamn
2305,Matteus,1309,pojknamn
2306,Manne,1271,pojknamn
2307,Marc,1253,pojknamn
2308,Mahamed,1239,pojknamn
2309,Mhd,1230,pojknamn
2310,Marius,1227,pojknamn
2311,Morris,1222,pojknamn
2312,Mostafa,1183,pojknamn
2313,Matteo,1177,pojknamn
2314,Mohamud,1164,pojknamn
2315,Mattis,1157,pojknamn
2316,Mmm,1128,pojknamn
2317,Maher,1128,pojknamn
2318,Mariusz,1123,pojknamn
2319,Majid,1092,pojknamn
2320,Martti,1081,pojknamn
2321,Matthew,1064,pojknamn
2322,Mike,1013,pojknamn
2323,Milad,1005,pojknamn
2324,Mille,987,pojknamn
2325,Maciej,956,pojknamn
2326,Milian,926,pojknamn
2327,Mahmood,903,pojknamn
2328,Mateusz,901,pojknamn
2329,Matheo,895,pojknamn
2330,Maximus,887,pojknamn
2331,Mikko,870,pojknamn
2332,Mohsen,867,pojknamn
2333,Musa,854,pojknamn
2334,Marian,829,pojknamn
2335,Mauricio,827,pojknamn
2336,Muhamed,817,pojknamn
2337,Matz,785,pojknamn
2338,Marwan,784,pojknamn
2339,Md,774,pojknamn
2340,Nina,16031,flicknamn
2341,Nathalie,13071,flicknamn
2342,Nora,8228,flicknamn
2343,Natalie,7585,flicknamn
2344,Nova,7528,flicknamn
2345,Nellie,7480,flicknamn
2346,Nicole,6936,flicknamn
2347,Nelly,4542,flicknamn
2348,Natalia,3618,flicknamn
2349,Nancy,3251,flicknamn
2350,Nadja,2856,flicknamn
2351,Nadia,2850,flicknamn
2352,Nanna,2491,flicknamn
2353,Nour,1845,flicknamn
2354,Noomi,1753,flicknamn
2355,Nike,1700,flicknamn
2356,Nanny,1648,flicknamn
2357,Noor,1640,flicknamn
2358,Naemi,1569,flicknamn
2359,Nada,1557,flicknamn
2360,Naima,1507,flicknamn
2361,Ninni,1460,flicknamn
2362,Naomi,1348,flicknamn
2363,Novalie,1165,flicknamn
2364,Nicolina,1159,flicknamn
2365,Nikki,1105,flicknamn
2366,Nadine,1064,flicknamn
2367,Nea,941,flicknamn
2368,Nikita,932,flicknamn
2369,Natasha,902,flicknamn
2370,Noelle,888,flicknamn
2371,Nikolina,872,flicknamn
2372,Ngoc,808,flicknamn
2373,Nur,746,flicknamn
2374,Norma,734,flicknamn
2375,Nasrin,674,flicknamn
2376,Nawal,674,flicknamn
2377,Natali,633,flicknamn
2378,Norah,630,flicknamn
2379,Nilsdotter,566,flicknamn
2380,Nilla,561,flicknamn
2381,Noelia,547,flicknamn
2382,Ninnie,493,flicknamn
2383,Niki,474,flicknamn
2384,Neda,462,flicknamn
2385,Nimo,455,flicknamn
2386,Natasa,436,flicknamn
2387,Nesrin,436,flicknamn
2388,Nelli,414,flicknamn
2389,Noura,413,flicknamn
2390,Najma,408,flicknamn
2391,Najah,401,flicknamn
2392,Nahid,382,flicknamn
2393,Naya,377,flicknamn
2394,Narin,365,flicknamn
2395,Narges,364,flicknamn
2396,Noemi,363,flicknamn
2397,Najat,359,flicknamn
2398,Ninja,354,flicknamn
2399,Nor,353,flicknamn
2400,Nasra,351,flicknamn
2401,Nazanin,337,flicknamn
2402,Ninna,336,flicknamn
2403,Niina,325,flicknamn
2404,Nathalia,316,flicknamn
2405,Nelia,284,flicknamn
2406,Nermin,282,flicknamn
2407,Nermina,281,flicknamn
2408,Nomi,278,flicknamn
2409,Nagham,276,flicknamn
2410,Nahla,271,flicknamn
2411,Nura,268,flicknamn
2412,Nicola,266,flicknamn
2413,Natalija,265,flicknamn
2414,Nadin,262,flicknamn
2415,Nathali,261,flicknamn
2416,Nicoline,245,flicknamn
2417,Noora,244,flicknamn
2418,Nemi,243,flicknamn
2419,Naser,240,flicknamn
2420,Nella,232,flicknamn
2421,Nisa,230,flicknamn
2422,Nabila,228,flicknamn
2423,Nikola,227,flicknamn
2424,Nell,224,flicknamn
2425,Natalja,221,flicknamn
2426,Norea,220,flicknamn
2427,Natacha,219,flicknamn
2428,Nicki,218,flicknamn
2429,Nicoleta,218,flicknamn
2430,Nils,139148,pojknamn
2431,Niklas,31157,pojknamn
2432,Niclas,13763,pojknamn
2433,Nicklas,10131,pojknamn
2434,Noah,9152,pojknamn
2435,Noel,5986,pojknamn
2436,Neo,3914,pojknamn
2437,Nicolas,2566,pojknamn
2438,Natanael,2451,pojknamn
2439,Nicholas,2408,pojknamn
2440,Nils-Erik,1866,pojknamn
2441,Nikola,1607,pojknamn
2442,Noa,1542,pojknamn
2443,Nabil,1279,pojknamn
2444,Niels,1073,pojknamn
2445,Naser,1038,pojknamn
2446,Nathan,901,pojknamn
2447,Nathanael,901,pojknamn
2448,Nelson,852,pojknamn
2449,Napoleon,851,pojknamn
2450,Nikolaos,833,pojknamn
2451,Nour,785,pojknamn
2452,Nick,782,pojknamn
2453,Nikolai,775,pojknamn
2454,Nils-Olof,732,pojknamn
2455,Nader,685,pojknamn
2456,Nima,681,pojknamn
2457,Nikolaj,670,pojknamn
2458,Nikolaus,651,pojknamn
2459,Nicolai,611,pojknamn
2460,Nathaniel,583,pojknamn
2461,Nenad,582,pojknamn
2462,Nore,578,pojknamn
2463,Nils Erik,573,pojknamn
2464,Nils-Åke,563,pojknamn
2465,Nasser,557,pojknamn
2466,Noor,549,pojknamn
2467,Naim,531,pojknamn
2468,Norbert,530,pojknamn
2469,Nemo,514,pojknamn
2470,Nasir,500,pojknamn
2471,Nino,480,pojknamn
2472,Nur,461,pojknamn
2473,Nikolas,459,pojknamn
2474,Nico,457,pojknamn
2475,Nils-Göran,445,pojknamn
2476,Neil,442,pojknamn
2477,Nestor,423,pojknamn
2478,Nichlas,397,pojknamn
2479,Nils-Gunnar,397,pojknamn
2480,Navid,396,pojknamn
2481,Nermin,396,pojknamn
2482,Najib,389,pojknamn
2483,Nisse,385,pojknamn
2484,Nicolae,370,pojknamn
2485,Niilo,362,pojknamn
2486,Nihad,358,pojknamn
2487,Ninos,355,pojknamn
2488,Norton,331,pojknamn
2489,Nicola,316,pojknamn
2490,Nuur,308,pojknamn
2491,Nazar,307,pojknamn
2492,Nahom,301,pojknamn
2493,Ngoc,300,pojknamn
2494,Natnael,296,pojknamn
2495,Naji,294,pojknamn
2496,Niko,287,pojknamn
2497,Norman,281,pojknamn
2498,Nils-Olov,270,pojknamn
2499,Nebojsa,269,pojknamn
2500,Nilas,268,pojknamn
2501,Nizar,264,pojknamn
2502,Nilo,258,pojknamn
2503,Nedim,251,pojknamn
2504,Nedzad,250,pojknamn
2505,Nikodemus,249,pojknamn
2506,Natan,248,pojknamn
2507,Nabeel,247,pojknamn
2508,Nikita,246,pojknamn
2509,Nemanja,245,pojknamn
2510,Nam,240,pojknamn
2511,Noak,238,pojknamn
2512,Nidal,234,pojknamn
2513,Nadim,223,pojknamn
2514,Nils-Eric,212,pojknamn
2515,Nuri,209,pojknamn
2516,Nils Olof,202,pojknamn
2517,Nadir,201,pojknamn
2518,Nasim,189,pojknamn
2519,Nikolay,189,pojknamn
2520,Olivia,24094,flicknamn
2521,Olga,5295,flicknamn
2522,Ottilia,3143,flicknamn
2523,Orvokki,2055,flicknamn
2524,Omar,1580,flicknamn
2525,Osman,1010,flicknamn
2526,Ofelia,917,flicknamn
2527,Olofsdotter,752,flicknamn
2528,Othilia,698,flicknamn
2529,Oliwia,567,flicknamn
2530,Otilia,534,flicknamn
2531,Oline,441,flicknamn
2532,Olena,388,flicknamn
2533,Oksana,324,flicknamn
2534,Ophelia,317,flicknamn
2535,Onerva,308,flicknamn
2536,Ola,306,flicknamn
2537,Outi,301,flicknamn
2538,Omer,260,flicknamn
2539,Olivera,211,flicknamn
2540,Odette,208,flicknamn
2541,Oili,201,flicknamn
2542,Othman,198,flicknamn
2543,Oda,169,flicknamn
2544,Olympia,134,flicknamn
2545,Olovsdotter,132,flicknamn
2546,Oana,122,flicknamn
2547,Oxana,115,flicknamn
2548,Olly,114,flicknamn
2549,Olasdotter,102,flicknamn
2550,Oona,101,flicknamn
2551,Osama,98,flicknamn
2552,Oliva,89,flicknamn
2553,Ok,86,flicknamn
2554,Oriana,85,flicknamn
2555,Orsolya,85,flicknamn
2556,Oanh,81,flicknamn
2557,Orawan,77,flicknamn
2558,Octavia,76,flicknamn
2559,Olina,76,flicknamn
2560,Olimpia,74,flicknamn
2561,Olive,74,flicknamn
2562,Ornina,71,flicknamn
2563,Olha,68,flicknamn
2564,Ozra,67,flicknamn
2565,Obaid,64,flicknamn
2566,Olava,64,flicknamn
2567,Olaug,62,flicknamn
2568,Orathai,60,flicknamn
2569,Oday,59,flicknamn
2570,Ottilie,58,flicknamn
2571,Omaima,57,flicknamn
2572,Ornella,55,flicknamn
2573,Oula,55,flicknamn
2574,Odile,54,flicknamn
2575,Olu,54,flicknamn
2576,Ossie,54,flicknamn
2577,Oktavia,53,flicknamn
2578,Olea,53,flicknamn
2579,Oddny,51,flicknamn
2580,Ovesdotter,51,flicknamn
2581,Olgica,49,flicknamn
2582,Oraha,48,flicknamn
2583,Oleksandra,47,flicknamn
2584,Ósk,47,flicknamn
2585,Olegovna,46,flicknamn
2586,Oudah,46,flicknamn
2587,Ooo,45,flicknamn
2588,Onny,45,flicknamn
2589,Oumie,45,flicknamn
2590,Odessa,43,flicknamn
2591,Ourania,43,flicknamn
2592,Oi,42,flicknamn
2593,Osk,42,flicknamn
2594,Oskarsdotter,42,flicknamn
2595,Olesya,39,flicknamn
2596,Ona,36,flicknamn
2597,Odelia,34,flicknamn
2598,Olinda,34,flicknamn
2599,Oya,34,flicknamn
2600,Oddveig,33,flicknamn
2601,Olesia,32,flicknamn
2602,Otti,32,flicknamn
